id,phase1_dps,phase2_dps,phase3_dps,FK_player_id
1002,27656.25,22366.44,23920.05,Habataku.5214
1003,20867.01,21948.32,22157.57,CrusaderCody.6935
1004,43497.28,45535.0,45830.09,Kuroling.5261
1005,42436.92,41321.39,42560.41,Westet.3068
1006,40238.57,38558.56,41170.78,Gamer.1463
1007,3458.53,2644.38,3644.08,Nika.8573
1008,34805.0,32806.06,36438.62,Feint.5912
1009,54328.39,51882.69,60118.12,FidelOo.1493
1010,37041.88,47019.18,32851.93,DarkSide.8427
1011,36336.16,52073.17,51581.1,Tyrreur.8407
1012,27656.25,22366.44,23920.05,Habataku.5214
1013,20867.01,21948.32,22157.57,CrusaderCody.6935
1014,43497.28,45535.0,45830.09,Kuroling.5261
1015,42436.92,41321.39,42560.41,Westet.3068
1016,40238.57,38558.56,41170.78,Gamer.1463
1017,3458.53,2644.38,3644.08,Nika.8573
1018,34805.0,32806.06,36438.62,Feint.5912
1019,54328.39,51882.69,60118.12,FidelOo.1493
1020,37041.88,47019.18,32851.93,DarkSide.8427
1021,14361.02,15338.1,6063.06,Trig.9348
1022,14265.71,4773.54,0.0,Chocopop.8064
1023,864.18,807.8,4.94,Mossie.9870
1024,2996.58,4333.91,1274.71,Martis Ruk.8406
1025,5928.07,5763.59,1890.82,Wykyedtron.1584
1026,17131.29,14407.23,0.0,Shalar.7201
1027,2255.7,2325.62,623.41,Aisllin.9543
1028,26501.44,21613.5,816.59,Thero.6520
1029,12841.3,9256.74,2045.88,Mononoke.1095
1030,16444.96,14498.17,2312.35,OhBeans.6832
1031,4971.89,2391.3,1400.48,Ylana.8461
1032,46805.39,43209.89,28178.7,beng.7594
1033,29819.86,22410.07,22314.92,Unidentified.8329
1034,30489.89,28232.67,32477.25,Muqq.2513
1035,20259.86,19023.58,19000.57,kres.7609
1036,39200.64,46758.0,42718.46,Amidar.2814
1037,33275.07,22289.19,23948.37,Gio Leonheart.1675
1038,7906.68,8064.32,5474.38,Andulias.9516
1039,24968.61,25096.0,10731.51,Ararat.6210
1040,34651.75,41628.42,41139.4,Mijkzor.2748
1041,1541.09,1472.42,1124.13,LonerBC.8253
1042,32170.5,18378.35,20774.24,TaroYaki.1587
1043,13743.64,9661.09,9489.46,CRSweet.4769
1044,18403.7,19085.57,21921.22,Kabei.3842
1045,17754.71,11635.57,17143.65,Monkey Ness Two.9235
1046,24176.4,37327.35,46911.39,Narcin Roc.3018
1047,3580.79,1107.47,1004.87,Mageduckey.1670
1048,21117.81,21663.05,15719.3,Indigo.6971
1049,27179.05,33670.35,40286.22,cooked.7265
1050,10815.1,18526.99,19202.24,DevilWithinB.3126
1051,1923.11,1867.77,1450.46,pang.8260
1052,14443.77,7448.76,7137.91,Voidfyre.4130
1053,22306.08,18606.86,12422.62,61059C87-54DA-4B76-A4F9-0374BA3E5E27
1054,24530.76,27393.95,28709.78,HeavyMetalBarbie.2573
1055,30381.85,23240.56,20826.75,Noro.2879
1056,31461.16,32807.8,44277.96,Narcin Roc.3018
1057,18215.11,18182.41,18673.56,MisterAlan.4695
1058,26807.22,30356.73,29862.48,mavrick.9438
1059,3760.43,5125.27,4662.2,Master Liu.4908
1060,18808.2,27798.99,36922.11,Vasera.4107
1061,2618.8,3062.98,7.07,Taja.1524
1062,11310.66,12387.78,0.0,Ineedthetoilet.2459
1063,18009.17,14339.62,0.0,Sapphiqque.5763
1064,28251.34,23587.44,0.0,Boopycookie.6291
1065,18713.25,17723.42,2765.12,hot pot hero.4509
1066,35245.52,15871.26,0.0,SunMatrix.4168
1067,30530.21,26412.44,5940.98,Charos.9745
1068,14668.42,14696.3,2175.61,Asmodeus.3647
1069,17237.5,19755.6,0.0,Argo.2675
1070,1400.07,1277.72,0.0,PiAvenger.7254
1071,20906.2,18219.89,16287.73,Ojo.5217
1072,30010.08,32494.78,27249.98,Furball.1236
1073,32909.51,37172.59,32799.81,JMDhouse.7162
1074,6939.18,5655.54,6377.81,Albatross.8635
1075,21114.68,22899.26,20026.45,Afternoon.7095
1076,26637.15,23160.16,20667.11,Jolt.3675
1077,4143.86,4157.78,2076.03,Makross.5027
1078,25468.87,29725.33,26921.4,Stratonike.1837
1079,21143.16,17181.32,18651.76,eGhostGamer.8740
1080,12969.67,14364.14,14729.45,Taki.2130
1081,29261.52,29331.95,38457.65,mali.8432
1082,23249.75,22752.18,15611.86,Lesbionic.4973
1083,2001.52,4912.77,3419.05,Benjammn.6845
1084,16510.03,16219.24,23299.38,Jaydo.2419
1085,26462.66,17468.58,34925.18,Marcus Kraven.2468
1086,3312.96,2845.61,3835.21,BeadyYeti.5219
1087,22673.92,24239.97,21522.89,Fossinx.8412
1088,24340.81,23472.84,22437.45,nirnaen.8271
1089,33165.95,32266.04,32190.95,cjtheswimmer.3472
1090,12428.0,12963.5,11089.87,MizuGekkou.1386
1091,613.39,1611.49,799.77,Sol Cero.7145
1092,31211.04,21002.61,0.0,LUNA.4813
1093,14868.64,10158.93,0.0,Van Salanzar.4632
1094,28852.43,26980.04,1232.33,apoguita.6709
1095,24119.95,19728.87,0.0,elena.3846
1096,31100.45,26880.06,4135.35,Akagami.2739
1097,3511.58,2859.98,0.0,Tukson.5421
1098,15752.77,12081.58,5411.86,Hugo Cobian.3140
1099,10629.55,9847.48,0.0,littleibrat.3052
1100,30874.16,29410.23,8697.21,Arnuldo.2431
1101,1541.09,1472.42,1124.13,LonerBC.8253
1102,32170.5,18378.35,20774.24,TaroYaki.1587
1103,13743.64,9661.09,9489.46,CRSweet.4769
1104,18403.7,19085.57,21921.22,Kabei.3842
1105,17754.71,11635.57,17143.65,Monkey Ness Two.9235
1106,24176.4,37327.35,46911.39,Narcin Roc.3018
1107,3580.79,1107.47,1004.87,Mageduckey.1670
1108,21117.81,21663.05,15719.3,Indigo.6971
1109,27179.05,33670.35,40286.22,cooked.7265
1110,10815.1,18526.99,19202.24,DevilWithinB.3126
1111,14361.02,15338.1,6063.06,Trig.9348
1112,14265.71,4773.54,0.0,Chocopop.8064
1113,864.18,807.8,4.94,Mossie.9870
1114,2996.58,4333.91,1274.71,Martis Ruk.8406
1115,5928.07,5763.59,1890.82,Wykyedtron.1584
1116,17131.29,14407.23,0.0,Shalar.7201
1117,2255.7,2325.62,623.41,Aisllin.9543
1118,26501.44,21613.5,816.59,Thero.6520
1119,12841.3,9256.74,2045.88,Mononoke.1095
1120,16444.96,14498.17,2312.35,OhBeans.6832
1121,32362.75,41802.59,43751.8,goodnuff.8392
1122,4206.21,2392.84,814.62,Diegra.2051
1123,24102.94,18568.59,23770.86,okalevi.2917
1124,24029.31,25293.84,26093.05,rbloc.3826
1125,21760.05,16950.8,23579.26,LordBelikov.4325
1126,7340.43,17833.27,9473.91,ferman thicke.2836
1127,17349.0,16939.92,15082.61,Ryori Iky.1934
1128,22201.92,17322.66,16760.05,TarkaTarquol.4856
1129,1496.26,1507.19,979.21,Martt.5123
1130,25479.93,29395.38,39170.36,vinhtyler.4613
1131,2459.92,1544.16,2533.96,Navia.8743
1132,30938.8,27908.16,23649.98,Victoria Eremitia.5374
1133,21404.84,18224.47,15970.31,Watcher Of The Lost.5687
1134,24765.35,22220.71,22778.83,DASPI.5349
1135,29597.69,32057.34,34656.06,xezz.5680
1136,16706.46,16566.21,16954.11,Acidworld.1024
1137,29447.39,23388.24,23703.96,Ebel.2650
1138,6606.65,3968.47,5091.31,Sarene.5012
1139,19171.99,15268.0,27253.05,Tarox.3706
1140,20716.73,18242.49,17823.87,FamousLivinDead.5608
1141,18682.22,18671.18,22574.48,So Pra Mim.2506
1142,1189.6,1604.44,434.04,hugoasb.1483
1143,25450.65,20194.8,11291.6,dblastd.7126
1144,28322.24,35747.33,35934.94,ChinaBoy.1652
1145,40291.62,21430.73,38529.54,gamepac.3875
1146,1648.12,214.4,0.0,lemos.8751
1147,23652.56,9617.27,14701.6,jpantao.2593
1148,18973.01,6681.87,8012.97,Tybalt.1364
1149,26261.31,22498.6,30858.24,Spicynoodle.8479
1150,30573.92,26375.84,29399.51,Cruens.1640
1151,5408.61,5158.95,4553.69,Dobx.3901
1152,17491.44,17704.76,18384.59,Purple.6407
1153,14343.97,12400.38,16724.79,GayLussac.4315
1154,33711.58,31970.97,28013.72,The Fallen.7210
1155,30241.42,27857.26,24710.55,Elasahr.8453
1156,3489.56,3019.54,2596.01,FloS.4601
1157,21664.11,22676.05,19245.06,Kuro.2794
1158,31894.11,31784.41,35653.77,Tali.1634
1159,25002.83,27708.58,24500.7,Vogel.7613
1160,25205.19,16892.82,17257.71,Nagheaded.1306
1161,25012.93,18835.18,24646.66,Deon.6795
1162,20525.74,21055.06,22514.15,csjmaiki.8172
1163,25905.51,26887.92,35305.91,Stebene.9275
1164,2169.63,1468.45,1593.4,Atakama.3624
1165,35286.45,37542.98,41126.18,Presq.4391
1166,20155.06,17982.68,10781.48,Alyxion.7589
1167,28319.94,24650.54,20978.25,KIRBY.5178
1168,24221.65,30865.27,20914.62,twonky.8690
1169,3519.57,4586.37,3769.58,Radonium.1295
1170,31139.26,29165.92,34868.52,Alterion.7485
1171,37497.52,27346.11,42817.05,Nasbit.3240
1172,24109.94,13723.76,13885.49,Quetz.1638
1173,2414.93,1133.48,2543.87,Mewtu.9720
1174,45405.42,32707.6,35843.01,naseweis.8746
1175,23874.96,19973.18,23751.67,Kaethy.1592
1176,4293.73,1528.34,2091.43,asuna.1749
1177,18819.85,12928.99,0.0,Leandro.3491
1178,21721.6,19878.62,17852.33,Shinya.7843
1179,19797.38,16864.01,19416.92,inzejn S.1685
1180,26666.76,24145.23,24559.32,Conniption.6243
1181,1681.53,960.28,1131.43,CarlesRM.1825
1182,30575.37,20533.22,17876.97,Mondievo.5420
1183,32884.68,26580.8,32271.53,oOlExiiT.9520
1184,17508.0,18377.47,19633.08,Xarku.7219
1185,22321.61,14384.11,19145.11,Patriarkus.3785
1186,7498.84,3943.66,6230.21,ikeergm.5832
1187,22722.66,20371.72,20683.68,scorpionskiller.9276
1188,22238.79,15006.37,20978.21,AkilesS.7853
1189,14746.13,14467.06,21116.42,Ena.1358
1190,42429.16,42231.2,33314.03,Nufexo.4890
1191,39414.68,35404.76,44943.13,neon.7150
1192,16278.03,17384.03,17744.31,AngeWei.5019
1193,3953.3,3461.07,2840.12,Monkey D Luffy.5318
1194,27153.81,23048.3,22029.69,Finrod.5493
1195,24354.86,22139.9,23097.06,SeMaToTa.5920
1196,26975.41,24135.76,23059.52,Mika.3429
1197,2576.08,1148.87,1472.42,Selta des Bois.9375
1198,27574.32,28840.71,32468.37,Aldaron.9325
1199,23556.51,23120.58,24566.32,hobbit.2649
1200,18357.92,18802.64,19943.44,Vedhian.5928
1201,29962.0,31556.5,38793.49,Tareo.3726
1202,21057.41,18990.52,17600.83,Future MILF.2468
1203,5004.06,1913.28,5624.68,Espeon.3267
1204,30330.56,22411.26,27253.18,Eximius.2934
1205,25636.34,28190.49,26577.43,Bobee.6891
1206,2769.94,2871.78,3468.07,it me ahmad.5094
1207,23023.03,20974.43,22298.29,RedwolfSIX.3641
1208,36039.47,15280.71,40845.08,Xtrem.4931
1209,27176.94,28135.52,36519.76,Gerona.8217
1210,34013.56,28982.68,30997.34,Julian.8124
1211,27219.78,26538.32,12318.8,Papz.6978
1212,4175.54,560.96,1280.8,Morgif.6508
1213,24325.6,10465.74,223.2,Apacasso.6971
1214,35195.66,21148.53,10566.2,Foshizle.9802
1215,27095.35,7676.53,586.8,AntiFIN.2156
1216,30553.77,19139.21,9870.2,Bond.2409
1217,3510.85,653.62,1060.6,Botwinka.1824
1218,36849.46,37436.49,11481.6,Wescorn.2804
1219,34801.04,26349.7,6021.2,Vicodin.9573
1220,15644.24,5992.89,1617.0,Blakubar.5897
1221,18568.64,19648.88,2318.85,Teri Neelo.9021
1222,15290.91,14746.86,1803.93,Bennyboy deroanapur.5163
1223,16151.43,8579.8,0.0,Leo.3215
1224,2428.73,1055.71,1083.93,SplinterBoy.8259
1225,13095.41,6677.04,0.0,GeWa.2589
1226,5221.07,4625.74,1905.25,Agro.8921
1227,20912.55,18996.86,8694.1,Drako.8659
1228,19736.14,18125.11,2024.75,shinano.3418
1229,13063.21,12710.89,3954.75,Lavi.5760
1230,12636.09,9126.25,0.0,Quadrocat.1658
1231,18148.31,13793.66,6503.27,Rayti.6531
1232,24297.19,22039.07,7111.84,Sinthor.5013
1233,2168.21,2190.06,1053.27,parasitx.1290
1234,3903.29,4949.16,2309.18,Mireille Lia.8063
1235,23897.79,25279.57,6900.0,Golden Sun.8495
1236,33474.88,24749.5,8031.43,Cheese Strike Us.6719
1237,22156.14,15350.89,14685.31,Seherat.2310
1238,768.45,1642.21,1.22,bekate.2670
1239,35986.07,29151.65,13087.96,DarkDetrox.3920
1240,27969.6,22129.11,3350.41,Nugro.8634
1241,24420.35,22180.89,27202.74,Cloud.1385
1242,28549.71,25642.61,20185.89,Dazzler.8946
1243,35429.36,36307.53,46090.92,DCBeer.4936
1244,33994.3,28106.83,40253.81,KogHero.2436
1245,5054.08,3906.42,5471.55,imboredxd.2978
1246,37628.5,19978.56,21690.09,Slip.2791
1247,25197.71,23890.31,29032.35,NoOneAlive.7308
1248,3066.31,1965.94,1932.05,NCappaZoo.5831
1249,23315.45,29646.61,34599.05,Silvynx.3027
1250,24480.96,13363.14,30170.36,Wurzinger.7143
1251,36336.16,52073.17,51581.1,Tyrreur.8407
1252,27656.25,22366.44,23920.05,Habataku.5214
1253,20867.01,21948.32,22157.57,CrusaderCody.6935
1254,43497.28,45535.0,45830.09,Kuroling.5261
1255,42436.92,41321.39,42560.41,Westet.3068
1256,40238.57,38558.56,41170.78,Gamer.1463
1257,3458.53,2644.38,3644.08,Nika.8573
1258,34805.0,32806.06,36438.62,Feint.5912
1259,54328.39,51882.69,60118.12,FidelOo.1493
1260,37041.88,47019.18,32851.93,DarkSide.8427
1261,20009.28,20656.45,11609.25,Bad Company.2015
1262,16632.69,22849.97,25756.22,Lanaja.6718
1263,6254.75,6221.99,5559.74,Supergut.6759
1264,14836.14,17364.07,14580.81,Ayanka.5834
1265,20036.82,37926.15,38627.96,DirtyLama.6592
1266,18609.73,21093.33,24121.52,Selebrator.1924
1267,19968.55,23196.28,21645.56,Siestro.2413
1268,24367.4,28535.05,28772.84,Cosyx.5680
1269,9685.45,9063.25,1832.62,Huskyedi.4609
1270,17017.52,17508.8,15398.95,Thayer.5836
1271,20297.9,20519.31,23385.25,pika.6248
1272,4192.4,3561.17,3049.74,deadtrigger.1720
1273,18836.89,13421.32,16994.49,Phoenix King.5907
1274,23114.43,19819.04,31517.83,Odahara.8943
1275,30319.8,32370.43,44537.7,Sixmb.9234
1276,26470.12,27363.2,31545.95,tofu.7850
1277,20236.89,20154.77,24628.07,Toujou.3658
1278,21868.58,23433.6,15333.58,MarleyThePotatoe.7463
1279,2288.88,3847.51,3694.96,Hobie Kytty.1425
1280,19000.46,24561.85,19121.1,Carrots.9037
1281,4971.89,2391.3,1400.48,Ylana.8461
1282,46805.39,43209.89,28178.7,beng.7594
1283,29819.86,22410.07,22314.92,Unidentified.8329
1284,30489.89,28232.67,32477.25,Muqq.2513
1285,20259.86,19023.58,19000.57,kres.7609
1286,39200.64,46758.0,42718.46,Amidar.2814
1287,33275.07,22289.19,23948.37,Gio Leonheart.1675
1288,7906.68,8064.32,5474.38,Andulias.9516
1289,24968.61,25096.0,10731.51,Ararat.6210
1290,34651.75,41628.42,41139.4,Mijkzor.2748
1291,35521.1,23030.21,35768.34,Verone.1407
1292,29382.53,28705.09,32922.99,Levrel.5167
1293,3742.09,4219.62,2831.88,pentachord.5746
1294,31251.1,21171.32,23689.96,alphawookie.2463
1295,43112.78,44648.12,46754.58,Fliessa.5386
1296,34725.79,22610.49,39181.33,cemye.4195
1297,31273.04,41587.7,34134.24,Taaera.3671
1298,25694.87,21096.76,21534.46,REMAS.6902
1299,34479.38,31094.29,29953.99,RollingPanda.3940
1300,18482.01,24830.17,21058.93,Maze.6739
1301,12983.76,17357.63,8889.98,Cleric.5917
1302,33983.17,25531.05,20532.92,vinhtyler.4613
1303,18816.26,18621.29,9677.54,Dark Ruler.7034
1304,7502.47,10298.48,8513.82,goodnuff.8392
1305,32797.18,32824.32,10169.25,StonerWookiee.5723
1306,2369.25,2976.2,1577.5,Brynhildr.4293
1307,14337.39,13758.12,2026.84,cOyes.1263
1308,20787.1,21707.69,17724.41,Fozz.6479
1309,29595.81,24416.48,23537.8,Crackz.5278
1310,33149.73,29242.93,37252.22,Karma.3851
1311,36301.38,33840.86,42553.63,Gaijinzz.3074
1312,23535.45,18126.3,26038.48,yojimbo.6821
1313,26065.99,27287.68,21852.36,Zvonimir.7946
1314,4517.63,4193.18,4624.16,Mystificator.3518
1315,37266.22,36424.07,35301.99,danye.9672
1316,28967.98,28574.56,24605.99,bluerabbit.8365
1317,25016.76,18035.6,22746.06,kecman.9478
1318,24779.9,22751.68,20789.94,felix.1087
1319,2584.97,1262.29,2696.34,Nairovil.4906
1320,33689.07,32309.48,32669.81,Titania.7536
1321,18112.86,14695.3,6814.0,Jannuary.5102
1322,24088.05,17332.64,7576.18,Aelin.9317
1323,3542.0,2681.8,452.91,Yoniix.4912
1324,19931.34,15014.01,610.18,Slifer.5269
1325,14161.8,21509.0,7816.91,Vibrasphere.3715
1326,13445.34,16003.66,1730.91,Dragonbloodeye.4087
1327,3503.88,4057.32,1504.73,RainbowVeins.5403
1328,25319.41,18365.68,10124.55,Gaidaros.8697
1329,20795.12,14576.69,10409.09,VaanieVaans.4861
1330,21910.43,20285.17,546.91,Quadeard.8457
1331,2836.04,2465.56,1527.16,jellybean.9320
1332,25180.31,27368.9,29321.41,Nemo.9675
1333,28194.75,25376.45,30268.95,Kauna Arget.7052
1334,23152.48,25762.64,25564.12,AndiiiHeld.5436
1335,12824.01,14743.67,12454.04,Dayme.5639
1336,18474.32,16112.21,13088.46,Brubloc.3517
1337,23467.49,21025.95,22213.8,Qwertaner.2057
1338,17474.61,14782.93,15751.69,Athena.5869
1339,26093.44,25506.09,19244.94,Eddy.2186
1340,6056.11,5591.2,5751.69,crypt.4275
1341,16710.3,15204.7,9385.95,Kar.7453
1342,2728.45,3784.12,2996.27,Deathlike.4610
1343,28251.02,27179.69,23800.46,the holy reckoning.5803
1344,22920.16,19275.06,9872.33,noaru.4279
1345,21030.77,18246.03,9474.09,Alex.9306
1346,1344.25,1717.36,1776.18,Arganto.9638
1347,18430.6,26097.72,18828.73,electricallper.8360
1348,24501.39,22616.3,14974.19,cbabd.8053
1349,18249.28,15335.52,18790.16,Ohara Scarlett.2859
1350,24468.07,19160.0,15408.1,Lichbourne.7418
1351,4151.17,3452.44,3619.11,blackicedragon.3579
1352,25954.99,23968.34,26198.52,Kujama.7261
1353,31352.09,22259.95,26969.16,Nexus.8302
1354,19801.17,26033.07,22846.64,lugreen.5316
1355,28252.51,28226.74,31195.16,Julie Runo.3481
1356,34026.3,27645.83,37668.93,Delambra.1542
1357,3285.52,3263.72,4075.89,Niddrith.1628
1358,25672.84,14624.43,21165.82,Nico.3018
1359,22089.5,17620.07,13434.0,Assasine.7820
1360,17378.05,5746.14,0.0,Nuitari.2451
1361,19369.92,16945.91,23801.89,Ithyphallophobie.5708
1362,2893.52,2629.47,1573.05,Zokora.7419
1363,25306.5,15247.06,19392.19,TotesLeiche.4159
1364,25204.47,21292.63,26231.05,Crucey.9486
1365,17514.88,12398.06,17736.84,Loerrenzo.9164
1366,4020.79,3172.49,3382.41,Aeom.6708
1367,28915.77,28833.83,32962.76,Kaelezar.4638
1368,23468.59,16308.52,18206.68,Vindow.4276
1369,24644.61,22227.42,26661.65,Malroth.4529
1370,33289.65,38167.15,47102.73,Kova.1379
1371,3244.4,4213.07,3228.61,JustPhenix.3285
1372,31020.27,30018.65,31017.06,Akronox.8251
1373,23019.25,21935.57,25350.32,PolkTech.9841
1374,17542.16,16140.26,16136.65,Ker.7501
1375,28628.77,29598.74,31869.94,Heks.1384
1376,25091.32,32173.05,26163.2,Cloud.8023
1377,22796.11,21025.52,32901.04,Rad.1530
1378,39987.93,25998.07,42997.44,Sneaky Monkie.1756
1379,29946.68,26528.85,30539.15,Aligali.7516
1380,3423.92,2466.64,3400.95,TripleDutch.3467
1381,22404.45,3914.73,0.0,Ash.8045
1382,1058.34,671.43,575.91,Nick.6154
1383,22252.17,14868.58,2005.68,Meteonix.6435
1384,23390.85,13008.04,2220.45,Krios.7836
1385,18462.62,5989.94,4501.14,eirei.1452
1386,19582.37,8713.35,9838.18,Zodanemir.9483
1387,3164.88,1799.86,1666.14,Shrink Master.4782
1388,17375.19,15229.52,1787.73,Cykrieg.9285
1389,26042.86,23941.39,7656.59,Rainbird.5960
1390,19830.16,17704.18,10293.64,izayahei.8509
1391,24080.14,40311.86,30849.45,Jaden.1420
1392,3201.93,3237.54,3979.47,The Urps.8379
1393,14087.86,15039.7,10082.14,BlackYoshi.6589
1394,22426.79,18618.3,23441.87,Meraly.1598
1395,28810.02,28809.59,20135.8,K C.9710
1396,22012.23,24287.78,26865.56,Dark Phoenix.7154
1397,1601.12,2169.57,2452.36,Caesonia Antheibor.1369
1398,20130.42,20400.57,17698.66,Fingolfin.6042
1399,17969.77,21383.7,17242.72,Bredegi.1943
1400,22198.14,21530.24,21535.94,KiM.4895
1401,7036.98,8773.8,4819.74,Liese.9723
1402,17330.34,19560.78,21856.9,Kraighh.1569
1403,26413.97,23101.77,31924.12,Torak.8765
1404,28520.8,26470.28,23155.62,Pawel Sprawiedliwy.7236
1405,23385.86,25273.46,26717.41,Mirek.7165
1406,27867.99,28584.4,30475.62,girdhan.1274
1407,3592.96,3773.8,3937.27,Werone.6247
1408,30693.74,34719.92,36745.0,Drako.6407
1409,20131.93,18713.3,22461.85,Snake.4580
1410,30065.46,22837.48,27115.03,Blackeight Afro.4126
1411,24023.3,18967.77,20543.16,deonnar.3078
1412,2102.87,1559.0,1504.53,Chabie.4927
1413,21732.59,19406.82,15943.57,vitruve le doux.9820
1414,31624.33,25049.34,36236.77,Arisien.8751
1415,15364.67,14337.65,15647.11,Ermyan.4053
1416,11029.49,33842.67,33503.86,PoOwAa.4501
1417,3686.36,3515.58,1972.55,wasss.1208
1418,10460.77,24022.89,31865.61,TauBeHuN.3815
1419,22653.7,16742.89,18123.35,marillenkuchen.3786
1420,20130.24,22435.29,21194.0,Tabe.5096
1421,13074.36,10894.47,6888.58,Bromel.1873
1422,21927.23,22728.6,24378.03,Roheka.4796
1423,24955.57,35936.35,32331.11,aklmno.2835
1424,2437.73,1915.79,1990.94,Lathalzhar.5692
1425,24058.97,32442.86,22787.27,Rhage.9047
1426,735.72,666.93,3238.33,Gearer.3147
1427,17802.27,17957.59,17136.2,Nickel.5029
1428,27473.1,19105.24,31330.48,Enforcer.6321
1429,41971.03,20926.69,36864.23,Monkey D Luffy.7690
1430,22668.59,30865.5,23206.58,KingsGuard.1743
1431,20268.71,23446.8,28756.92,Arikoc.2946
1432,19627.52,16298.11,20304.56,MoFun.7053
1433,26932.18,22361.65,16719.25,Kajmil.6091
1434,5430.87,5129.83,3851.15,Blizzardnia.9153
1435,21847.94,23849.47,18330.44,MeowMay.6234
1436,17298.57,17704.07,12747.8,Kayman.7925
1437,29439.2,28604.0,31148.1,mandlibence.7132
1438,4140.66,3738.5,4006.88,Cupcakeken.5986
1439,23651.26,24521.77,24176.46,Jenny.2347
1440,23578.25,16770.46,16843.33,Jatonia.7540
1441,36336.16,52073.17,51581.1,Tyrreur.8407
1442,27656.25,22366.44,23920.05,Habataku.5214
1443,20867.01,21948.32,22157.57,CrusaderCody.6935
1444,43497.28,45535.0,45830.09,Kuroling.5261
1445,42436.92,41321.39,42560.41,Westet.3068
1446,40238.57,38558.56,41170.78,Gamer.1463
1447,3458.53,2644.38,3644.08,Nika.8573
1448,34805.0,32806.06,36438.62,Feint.5912
1449,54328.39,51882.69,60118.12,FidelOo.1493
1450,37041.88,47019.18,32851.93,DarkSide.8427
1451,36834.09,38505.58,43686.05,Blue Tomato.5830
1452,7205.0,4467.81,4331.12,Tyuu.3790
1453,31154.26,32845.9,33405.02,Meta.1687
1454,43609.26,39481.87,42862.45,Damnitz.8012
1455,48719.48,34936.53,47530.13,Antares.8154
1456,30750.13,21660.48,26206.7,Steampunkengineer.7146
1457,20316.43,15735.86,18914.68,jekyllandaldehyde.7018
1458,35652.09,29792.23,28066.27,GeneralRath.4192
1459,40692.13,38865.66,38632.92,Weh No Su.5697
1460,38873.0,34510.32,37966.65,sheo.9187
1461,19128.86,16688.95,0.0,pika.6248
1462,5658.55,4466.25,2339.44,SeanyGWasTaken.9156
1463,14875.41,12566.36,3724.79,Vidit.7108
1464,14820.72,15332.55,6386.76,Trustymirage.7945
1465,15907.75,11090.71,0.0,Don rOx.7160
1466,1509.5,1290.62,520.28,Lithril Ashwalker.6230
1467,16605.67,7601.87,0.0,Micro.9316
1468,20726.37,14900.26,4142.11,Chazara.9075
1469,17645.49,10734.29,5498.03,Couwcouw.5291
1470,10902.04,3099.13,0.0,The Food One.6285
1471,33258.05,31054.08,38180.82,BuuRa.9367
1472,26586.22,21843.99,28398.9,Den.1234
1473,20054.89,19142.64,26270.14,CFL.1840
1474,6193.65,5387.27,6466.8,Marpond.5307
1475,34081.02,39074.05,46608.04,noform.8094
1476,29635.02,33772.48,38850.96,Syroforce.2596
1477,3288.58,3459.23,2972.17,Moh Als.1943
1478,21301.11,19027.82,29171.78,Karolol.3910
1479,34317.43,27469.69,39553.84,Fleurrill.4936
1480,25391.33,27617.36,30692.38,Liqhtq.5371
1481,22308.37,21800.94,17708.45,DARKstrider.7804
1482,5740.14,5703.52,6711.58,histoRy.6401
1483,25899.22,26127.58,21490.79,MrCamonkill.6419
1484,39513.73,47689.13,44301.91,Victor.7361
1485,35064.0,33153.56,32690.76,Hea.4387
1486,53909.15,39389.93,51055.68,Twiyaka.9738
1487,4146.78,2936.91,3738.75,Ghost.6047
1488,23555.12,21177.35,22142.64,Zerumi.5120
1489,28241.9,25761.01,20725.62,Bravious.5640
1490,29947.63,25970.6,17039.82,faight.3264
1491,38319.93,38303.03,42627.49,Tea.6024
1492,44444.03,39628.23,38371.29,TheBug.1568
1493,2409.31,2012.57,2381.86,imdannyboy.6071
1494,21065.72,21265.33,23478.35,Jiyoung.2581
1495,35762.76,29373.47,42363.44,Zickbad.7605
1496,2933.1,2795.37,2715.73,snebzor.4851
1497,30451.24,31777.9,33556.56,Yurugani.1679
1498,31207.66,33088.3,32754.8,lavtre.2781
1499,30173.97,29337.13,28166.34,Valyrian.5849
1500,29526.21,22631.5,33515.73,rooney.8362
1501,8359.77,10688.07,5194.31,Algorhythm.7845
1502,11040.28,10128.75,15995.88,Wonderra.3469
1503,1072.52,870.6,1981.96,Kit Is Bad.2397
1504,23399.33,23802.06,10278.04,porygon.9041
1505,11139.98,18951.25,9492.94,Highzer.3026
1506,1879.79,4206.25,2259.22,pika.6248
1507,20788.16,15792.55,5733.33,Bosley.9245
1508,12276.31,11955.0,3451.57,Vuzrak.9540
1509,26335.69,22460.41,16177.65,Lanar.8369
1510,22016.93,25317.45,9167.45,Slayer.8423
1511,18822.48,17108.6,10223.49,pektus.8563
1512,32089.47,30755.98,24585.67,King.3720
1513,18565.78,13794.53,0.0,wofspd.4280
1514,18512.91,17513.12,7933.94,GaurdianSpectra.3754
1515,2082.23,1675.37,0.0,Jeff.1637
1516,23647.62,25190.53,29273.72,GioBot.8125
1517,6294.37,7775.95,8393.42,Spectre.9580
1518,36357.26,35564.47,34067.78,Bathory.5610
1519,19117.18,24360.19,30531.96,Deang.8364
1520,23023.86,22975.23,21326.25,Bjorn.8407
1521,7423.86,11866.61,21600.73,Yapollo.8912
1522,17356.58,13698.53,16166.68,Serenith.8175
